time,P,G(i),H_sun,T2m,WS10m,Int
20200905:1611,31788000,145.09,15.66,15.09,4.69,0
20200905:1711,8112000,55.66,7.1,14.57,4,0
20200905:1811,0,0,0,14.05,3.52,0
20200905:1911,0,0,0,12.81,3.52,0
20200905:2011,0,0,0,12.23,3.1,0
20200905:2111,0,0,0,11.99,2.69,0
20200905:2211,0,0,0,11.86,2.48,0
20200905:2311,0,0,0,11.55,2.48,0
20200906:0011,0,0,0,11.28,2.62,0
20200906:0111,0,0,0,11.08,2.62,0
20200906:0211,0,0,0,10.94,2.62,0
20200906:0311,0,0,0,10.95,2.62,0
20200906:0411,0,0,0,10.76,2.55,0
20200906:0511,1242000,14.09,3.94,10.57,2.41,0
20200906:0611,18822000,92.57,12.53,10.96,2.34,0
20200906:0711,81660000,335.14,20.89,12.18,3.24,0
20200906:0811,34482000,151.39,28.57,13.03,3.79,0
20200906:0911,105594000,424.06,35.01,13.42,3.86,0
20200906:1011,148653000,596.81,39.52,14.02,4.14,0
20200906:1111,33876000,149.94,41.46,14.43,4.14,0
20200906:1211,37044000,162.51,40.47,14.84,4.07,0
20200906:1311,18246000,88.89,36.73,15.01,4.07,0
20200906:1411,111684000,450.72,30.84,15.27,4.14,0
20200906:1511,100980000,410.56,23.5,15.01,4.14,0
20200906:1611,39894000,179.28,15.3,14.62,3.86,0
20200906:1711,6594000,43.79,6.75,14.09,3.38,0
20200906:1811,0,0,0,13.37,2.9,0
20200906:1911,0,0,0,12.66,2.28,0
20200906:2011,0,0,0,12.34,2.14,0
20200906:2111,0,0,0,11.98,2,0
20200906:2211,0,0,0,11.6,1.93,0
20200906:2311,0,0,0,11.31,2.07,0
20200907:0011,0,0,0,11.07,2.28,0
20200907:0111,0,0,0,11.07,2.28,0
20200907:0211,0,0,0,10.94,2.28,0
20200907:0311,0,0,0,10.94,2.21,0
20200907:0411,0,0,0,10.71,2.07,0
20200907:0511,1242000,14.09,3.69,10.53,2.07,0
20200907:0611,33837000,167.46,12.27,11.15,1.93,0
20200907:0711,95532000,394.79,20.62,12.67,1.79,0
20200907:0811,152103000,617.6,28.29,14.24,2.55,0
20200907:0911,110418000,447.38,34.7,15.05,3.31,0
20200907:1011,170334000,693.8,39.18,15.59,3.66,0
20200907:1111,90111000,368.73,41.09,16.03,4.28,0
20200907:1211,121143000,490.04,40.08,16.05,4.69,0
20200907:1311,114642000,463.4,36.35,16.2,4.97,0
20200907:1411,164919000,665.54,30.47,16.09,4.76,0
20200907:1511,68403000,284.35,23.13,16.21,4.62,0
20200907:1611,30498000,141.03,14.94,16.06,3.86,0
20200907:1711,6612000,56.35,6.39,15.61,3.45,0
20200907:1811,0,0,0,15.07,3.31,0
20200907:1911,0,0,0,15.09,3.38,0
20200907:2011,0,0,0,15.24,3.72,0
20200907:2111,0,0,0,15.32,4.34,0
20200907:2211,0,0,0,15.49,4.76,0
20200907:2311,0,0,0,15.96,5.24,0
20200908:0011,0,0,0,16.25,5.59,0
20200908:0111,0,0,0,16.43,5.86,0
20200908:0211,0,0,0,16.42,6.07,0
20200908:0311,0,0,0,16.46,6,0
20200908:0411,0,0,0,16.57,5.59,0
20200908:0511,420000,9.12,3.43,16.64,5.03,0
20200908:0611,8160000,47.59,12.02,16.77,4.62,0
20200908:0711,30927000,140.13,20.36,17.12,4.76,0
20200908:0811,38532000,169.72,28,17.54,5.1,0
20200908:0911,45492000,197.2,34.38,18.17,6.14,0
20200908:1011,69225000,289.25,38.83,18.35,6.14,0
20200908:1111,131643000,534.88,40.72,18.39,6,0
20200908:1211,136155000,554.46,39.7,18.71,5.66,0
20200908:1311,151566000,616.06,35.96,18.74,5.79,0
20200908:1411,121266000,493.26,30.09,18.76,5.66,0
20200908:1511,65808000,276.73,22.77,18.58,5.38,0
20200908:1611,44160000,201.51,14.58,17.83,4.48,0
20200908:1711,6045000,45.83,6.03,17.22,4.14,0
20200908:1811,0,0,0,16.44,3.66,0
20200908:1911,0,0,0,16.38,3.79,0
20200908:2011,0,0,0,16.17,3.59,0
20200908:2111,0,0,0,16.06,3.52,0
20200908:2211,0,0,0,16.22,3.52,0
20200908:2311,0,0,0,16.39,3.52,0
20200909:0011,0,0,0,16.59,3.79,0
20200909:0111,0,0,0,16.78,4.14,0
20200909:0211,0,0,0,16.97,4.48,0
20200909:0311,0,0,0,17.05,4.9,0
20200909:0411,0,0,0,17.28,5.31,0
20200909:0511,0,1.66,3.18,17.39,5.52,0
20200909:0611,6501000,40.4,11.76,17.75,5.86,0
20200909:0711,8523000,49.38,20.09,18.08,6,0
20200909:0811,18846000,92.48,27.71,18.56,6.62,0
20200909:0911,17955000,88.89,34.07,18.46,5.38,0
20200909:1011,14229000,73.63,38.49,18.35,4.62,0
20200909:1111,18405000,90.68,40.34,18.29,4.9,0
20200909:1211,22431000,106.85,39.31,18.17,4.97,0
20200909:1311,38112000,168.75,35.58,18.12,4.97,0
20200909:1411,82938000,340.94,29.72,17.49,4.9,0
20200909:1511,63339000,265.67,22.4,16.98,4.48,0
20200909:1611,37890000,173.69,14.22,16.35,4.62,0
20200909:1711,4683000,37.89,5.67,15.39,4.83,0
20200909:1811,0,0,0,14.66,4.69,0
20200909:1911,0,0,0,14.26,4.41,0
20200909:2011,0,0,0,14.15,4.28,0
20200909:2111,0,0,0,14.03,4.21,0
20200909:2211,0,0,0,13.95,4.07,0
20200909:2311,0,0,0,13.69,4.07,0
20200910:0011,0,0,0,13.44,4.07,0
20200910:0111,0,0,0,13.25,4.07,0
20200910:0211,0,0,0,13.17,4.21,0
20200910:0311,0,0,0,12.9,4.28,0
20200910:0411,0,0,0,12.9,4.34,0
20200910:0511,435000,9.12,2.92,12.66,4.14,0
20200910:0611,30453000,151.44,11.5,12.87,3.93,0
20200910:0711,50523000,214.67,19.82,13.56,2.97,0
20200910:0811,70065000,287.99,27.42,14.53,4.21,0
20200910:0911,127692000,514.57,33.75,15.17,4,0
20200910:1011,128445000,519.03,38.14,15.42,4,0
20200910:1111,87228000,356.95,39.97,15.75,4.21,0
20200910:1211,148905000,601.97,38.93,15.82,4.41,0
20200910:1311,63219000,263.79,35.19,15.94,4.55,0
20200910:1411,125052000,503.44,29.34,15.54,4.41,0
20200910:1511,110847000,451.56,22.03,15.51,4,0
20200910:1611,45978000,208.5,13.86,15.25,3.38,0
20200910:1711,4293000,35.79,5.31,14.65,2.28,0
20200910:1811,0,0,0,13.98,1.86,0
20200910:1911,0,0,0,13.04,1.59,0
20200910:2011,0,0,0,12.21,1.66,0
20200910:2111,0,0,0,11.47,1.79,0
20200910:2211,0,0,0,11.19,1.86,0
20200910:2311,0,0,0,11.23,1.79,0
20200911:0011,0,0,0,11.37,1.79,0
20200911:0111,0,0,0,11.52,1.79,0
20200911:0211,0,0,0,11.47,2,0
20200911:0311,0,0,0,11.4,2.14,0
20200911:0411,0,0,0,11.52,2.34,0
20200911:0511,0,4.14,2.66,11.73,2.55,0
20200911:0611,12411000,65.43,11.24,12.09,2.69,0
20200911:0711,37464000,163.61,19.55,13.19,2.83,0
20200911:0811,27402000,124.69,27.13,14.13,3.31,0
20200911:0911,35397000,156.17,33.43,14.97,4,0
20200911:1011,129207000,521.57,37.79,15.95,4.62,0
20200911:1111,157353000,635.42,39.59,15.99,4.9,0
20200911:1211,131019000,529.13,38.54,16.48,5.1,0
20200911:1311,108273000,437.85,34.8,16.51,5.45,0
20200911:1411,114873000,463.11,28.96,16.46,5.38,0
20200911:1511,74925000,309.75,21.66,16.36,4.97,0
20200911:1611,34926000,161.55,13.49,16.22,4.34,0
20200911:1711,2967000,24.52,4.95,15.88,3.86,0
20200911:1811,0,0,0,15.48,3.72,0
20200911:1911,0,0,0,15.21,3.66,0
20200911:2011,0,0,0,14.82,3.45,0
20200911:2111,0,0,0,14.67,3.38,0
20200911:2211,0,0,0,14.67,3.31,0
20200911:2311,0,0,0,14.62,3.31,0
20200912:0011,0,0,0,14.67,3.24,0
20200912:0111,0,0,0,14.64,3.31,0
20200912:0211,0,0,0,14.55,3.45,0
20200912:0311,0,0,0,14.52,3.59,0
20200912:0411,0,0,0,14.59,3.93,0
20200912:0511,0,0,0,14.6,4.14,0
20200912:0611,669000,10.77,10.98,14.85,4.62,0
20200912:0711,20829000,99.3,19.28,15.29,4.48,0
20200912:0811,26337000,121.11,26.84,15.71,5.03,0
20200912:0911,15255000,77.22,33.11,16.59,6.9,0
20200912:1011,32274000,144.56,37.43,16.48,7.17,0
20200912:1111,82758000,337.71,39.21,16.03,6.69,0
20200912:1211,21630000,102.36,38.15,15.41,6.41,0
20200912:1311,42873000,185,34.41,15.33,5.17,0
20200912:1411,37905000,166.07,28.57,15.71,4.69,0
20200912:1511,79416000,326.87,21.28,16.15,5.1,0
20200912:1611,17889000,88.9,13.13,16.1,4.83,0
20200912:1711,807000,11.67,4.58,15.37,4.48,0
20200912:1811,0,0,0,14.76,4.28,0
20200912:1911,0,0,0,14.4,4.21,0
20200912:2011,0,0,0,14.32,4,0
20200912:2111,0,0,0,14.35,3.79,0
20200912:2211,0,0,0,14.22,3.79,0
20200912:2311,0,0,0,14.17,3.72,0
20200913:0011,0,0,0,14.18,3.79,0
20200913:0111,0,0,0,14.12,3.66,0
20200913:0211,0,0,0,14.47,3.86,0
20200913:0311,0,0,0,14.91,3.93,0
20200913:0411,0,0,0,15.13,4.07,0
20200913:0511,0,0,0,15.38,4.48,0
20200913:0611,4413000,30.53,10.72,15.49,4.97,0
20200913:0711,21222000,100.99,19.01,15.77,5.52,0
20200913:0811,35211000,155.98,26.55,16.61,5.86,0
20200913:0911,24327000,114.03,32.79,17.74,7.24,0
20200913:1011,37734000,167,37.08,18.49,8.21,0
20200913:1111,22866000,108.64,38.84,18.81,8.41,0
20200913:1211,28953000,132.88,37.75,18.97,8.28,0
20200913:1311,47733000,205.98,34.02,18.88,7.86,0
20200913:1411,63153000,264.7,28.19,18.78,7.52,0
20200913:1511,20388000,98.68,20.91,18.57,6.9,0
20200913:1611,19962000,98.86,12.76,18.19,6.21,0
20200913:1711,276000,8.08,4.22,17.62,5.24,0
20200913:1811,0,0,0,16.85,4.55,0
20200913:1911,0,0,0,16.41,4.41,0
20200913:2011,0,0,0,16.23,4.21,0
20200913:2111,0,0,0,16.06,4,0
20200913:2211,0,0,0,16.01,3.86,0
20200913:2311,0,0,0,15.86,3.79,0
20200914:0011,0,0,0,15.78,3.66,0
20200914:0111,0,0,0,15.73,3.45,0
20200914:0211,0,0,0,15.64,3.24,0
20200914:0311,0,0,0,15.55,3.03,0
20200914:0411,0,0,0,15.41,2.83,0
20200914:0511,0,0,0,15.23,2.62,0
20200914:0611,24984000,127.72,10.46,15.48,2.41,0
20200914:0711,83304000,350.44,18.73,16.65,2.28,0
20200914:0811,141066000,581.28,26.25,18.2,2.83,0
20200914:0911,185760000,777.22,32.46,19.51,3.03,0
20200914:1011,206487000,876.5,36.73,20.62,3.17,0
20200914:1111,217875000,933.25,38.45,21.51,3.31,0
20200914:1211,211551000,906.57,37.36,22.06,3.24,0
20200914:1311,189648000,806.83,33.63,22.28,3.03,0
20200914:1411,152865000,643.63,27.81,22.16,2.76,0
20200914:1511,99861000,423.94,20.53,21.74,2.28,0
20200914:1611,39312000,187.89,12.39,21.09,1.52,0
20200914:1711,1920000,20.62,3.85,20.07,1.1,0
20200914:1811,0,0,0,18.39,1.1,0
20200914:1911,0,0,0,18.53,0.21,0
20200914:2011,0,0,0,17.89,0.55,0
20200914:2111,0,0,0,15.18,1.38,0
20200914:2211,0,0,0,13.53,1.86,0
20200914:2311,0,0,0,13.35,2.07,0
20200915:0011,0,0,0,13.31,2.07,0
20200915:0111,0,0,0,13.22,1.93,0
20200915:0211,0,0,0,13.14,1.72,0
20200915:0311,0,0,0,13.24,1.52,0
20200915:0411,0,0,0,12.67,1.72,0
20200915:0511,0,0,0,12.75,2,0
20200915:0611,11202000,61.21,10.19,13.66,1.93,0
20200915:0711,44556000,194.02,18.46,15.72,1.59,0
20200915:0811,88818000,369.8,25.95,18.16,1.79,0
20200915:0911,144840000,608.06,32.14,20.2,1.93,0
20200915:1011,171759000,734.09,36.37,21.94,2.07,0
20200915:1111,163983000,704.95,38.07,23.28,2,0
20200915:1211,166464000,720.89,36.97,24.24,1.86,0
20200915:1311,187002000,819.06,33.24,24.81,1.79,0
20200915:1411,133035000,572.63,27.42,25.03,1.59,0
20200915:1511,98334000,428.49,20.16,24.9,0.97,0
20200915:1611,37194000,182.14,12.02,24.19,0.48,0
20200915:1711,1551000,18.27,3.48,22.92,0.41,0
20200915:1811,0,0,0,21.61,0.28,0
20200915:1911,0,0,0,19.54,0.83,0
20200915:2011,0,0,0,17.27,1.24,0
20200915:2111,0,0,0,15.52,1.79,0
20200915:2211,0,0,0,14.82,1.93,0
20200915:2311,0,0,0,14.45,1.93,0
20200916:0011,0,0,0,14.14,2,0
20200916:0111,0,0,0,13.9,2,0
20200916:0211,0,0,0,13.68,2.07,0
20200916:0311,0,0,0,13.63,2.07,0
20200916:0411,0,0,0,13.96,2.41,0
20200916:0511,0,0,0,14.08,2.69,0
20200916:0611,14031000,74.84,9.93,14.23,2.48,0
20200916:0711,52842000,224.89,18.18,14.7,3.1,0
20200916:0811,112131000,454.17,25.66,15.38,3.24,0
20200916:0911,86187000,352.42,31.81,16.31,4.21,0
20200916:1011,185508000,761.44,36.01,17.53,4.14,0
20200916:1111,143682000,587.78,37.69,18.9,4.69,0
20200916:1211,103197000,424.64,36.57,19.25,4.62,0
20200916:1311,181737000,745.25,32.84,18.69,4.69,0
20200916:1411,158733000,643.28,27.03,17.79,5.03,0
20200916:1511,98583000,403.54,19.78,16.77,5.31,0
20200916:1611,37677000,176.38,11.65,15.8,5.24,0
20200916:1711,996000,14.1,3.11,15.07,4,0
20200916:1811,0,0,0,14.34,3.24,0
20200916:1911,0,0,0,13.88,3.72,0
20200916:2011,0,0,0,13.39,4.07,0
20200916:2111,0,0,0,12.8,3.93,0
20200916:2211,0,0,0,12.37,3.66,0
20200916:2311,0,0,0,11.95,3.17,0
20200917:0011,0,0,0,11.41,2.83,0
20200917:0111,0,0,0,10.89,2.83,0
20200917:0211,0,0,0,10.5,2.76,0
20200917:0311,0,0,0,10.14,2.69,0
20200917:0411,0,0,0,9.82,2.62,0
20200917:0511,0,0,0,9.45,2.48,0
20200917:0611,23598000,117.77,9.66,9.41,2.21,0
20200917:0711,82824000,338.33,17.9,10.27,2.21,0
20200917:0811,145821000,584.15,25.36,11.82,2.62,0
20200917:0911,196110000,799.02,31.48,13.04,2.83,0
20200917:1011,229515000,960.65,35.65,13.91,2.41,0
20200917:1111,228363000,964.13,37.31,14.7,2.21,0
20200917:1211,225327000,951.77,36.17,15.42,2.28,0
20200917:1311,206139000,866.17,32.45,15.85,2,0
20200917:1411,108201000,444.07,26.65,16.05,1.79,0
20200917:1511,52764000,225.28,19.4,16.02,2,0
20200917:1611,26028000,125.3,11.27,15.61,2.07,0
20200917:1711,693000,11.59,2.74,14.64,1.59,0
20200917:1811,0,0,0,13.24,1.79,0
20200917:1911,0,0,0,11.71,1.79,0
20200917:2011,0,0,0,10.22,1.66,0
20200917:2111,0,0,0,9.23,1.52,0
20200917:2211,0,0,0,9.08,1.38,0
20200917:2311,0,0,0,9.04,1.24,0
20200918:0011,0,0,0,9.29,1.1,0
20200918:0111,0,0,0,9.42,0.97,0
20200918:0211,0,0,0,9.71,0.62,0
20200918:0311,0,0,0,9.42,0.21,0
20200918:0411,0,0,0,9.22,0.07,0
20200918:0511,0,0,0,8.81,0.14,0
20200918:0611,27765000,138.43,9.4,8.34,0.34,0
20200918:0711,92586000,378.35,17.62,7.81,0.28,0
20200918:0811,149697000,614.34,25.06,10.54,0.21,0
20200918:0911,194181000,826.6,31.15,12.84,0.21,0
20200918:1011,219243000,954.11,35.29,14.11,0.41,0
20200918:1111,222630000,980.83,36.92,15.15,0.34,0
20200918:1211,211674000,934.29,35.78,15.99,0.14,0
20200918:1311,189600000,821.79,32.05,16.49,0.21,0
20200918:1411,144060000,604.22,26.26,16.7,0.62,0
20200918:1511,86100000,361.25,19.02,16.61,0.97,0
20200918:1611,30756000,147.34,10.9,16.1,1.03,0
20200918:1711,0,0,0,14.85,1.45,0
20200918:1811,0,0,0,12.83,1.79,0
20200918:1911,0,0,0,11.34,1.93,0
20200918:2011,0,0,0,10.08,2,0
20200918:2111,0,0,0,9.07,1.72,0
20200918:2211,0,0,0,9.32,1.24,0
20200918:2311,0,0,0,10.28,0.76,0
20200919:0011,0,0,0,9.81,0.62,0
20200919:0111,0,0,0,9.35,0.69,0
20200919:0211,0,0,0,9.04,0.62,0
20200919:0311,0,0,0,8.78,0.76,0
20200919:0411,0,0,0,7.61,1.03,0
20200919:0511,0,0,0,6.18,1.45,0
20200919:0611,5436000,34.12,9.13,6.35,1.52,0
20200919:0711,53844000,223.76,17.34,8.22,1.17,0
20200919:0811,126918000,510.12,24.75,9.99,1.03,0
20200919:0911,171549000,706.5,30.82,12.41,1.1,0
20200919:1011,201615000,847.66,34.93,14.28,1.45,0
20200919:1111,194019000,818.37,36.53,15.46,1.45,0
20200919:1211,153909000,640.61,35.38,16.58,1.52,0
20200919:1311,122862000,507.73,31.65,17.08,1.66,0
20200919:1411,84021000,349.04,25.87,17.24,1.72,0
20200919:1511,53790000,230.47,18.64,16.8,1.66,0
20200919:1611,16863000,86.05,10.53,16.26,1.66,0
20200919:1711,0,0,0,15.06,1.86,0
20200919:1811,0,0,0,14.01,1.93,0
20200919:1911,0,0,0,13.15,2.14,0
20200919:2011,0,0,0,12.59,2.07,0
20200919:2111,0,0,0,12.17,2.07,0
20200919:2211,0,0,0,11.86,2,0
20200919:2311,0,0,0,11.53,1.86,0
20200920:0011,0,0,0,11.09,1.79,0
20200920:0111,0,0,0,10.49,1.79,0
20200920:0211,0,0,0,9.78,1.72,0
20200920:0311,0,0,0,9.43,1.59,0
20200920:0411,0,0,0,9.48,1.72,0
20200920:0511,0,0,0,9.44,1.72,0
20200920:0611,19323000,99.05,8.86,9.84,1.79,0
20200920:0711,57054000,238.49,17.06,11.18,2.07,0
20200920:0811,92034000,370.81,24.45,11.87,2.14,0
20200920:0911,158823000,643.04,30.49,12.9,2.21,0
20200920:1011,212526000,885.71,34.57,14.2,2.21,0
20200920:1111,217539000,917.16,36.15,15.04,2,0
20200920:1211,209394000,888.37,34.98,16.21,1.72,0
20200920:1311,189225000,797.92,31.26,16.95,1.59,0
20200920:1411,149769000,623.65,25.48,17.34,1.45,0
20200920:1511,99987000,419.94,18.26,17.35,1.17,0
20200920:1611,36918000,178.05,10.15,16.92,0.83,0
20200920:1711,0,0,0,15.8,1.45,0
20200920:1811,0,0,0,14.09,1.66,0
20200920:1911,0,0,0,12.79,2,0
20200920:2011,0,0,0,12.18,1.86,0
20200920:2111,0,0,0,11.56,1.79,0
20200920:2211,0,0,0,11.02,1.66,0
20200920:2311,0,0,0,10.52,1.45,0
20200921:0011,0,0,0,9.97,1.45,0
20200921:0111,0,0,0,9.46,1.52,0
20200921:0211,0,0,0,9.53,1.38,0
20200921:0311,0,0,0,9.37,1.31,0
20200921:0411,0,0,0,8.53,1.1,0
20200921:0511,0,0,0,7.75,1.03,0
20200921:0611,6504000,39.44,8.59,8.72,0.76,0
20200921:0711,26763000,121.47,16.78,11.53,1.24,0
20200921:0811,44241000,188.67,24.15,12.24,1.45,0
20200921:0911,87135000,355.2,30.15,13.08,1.52,0
20200921:1011,201399000,854.53,34.2,14.37,0.97,0
20200921:1111,218019000,949.5,35.76,15.68,0.69,0
20200921:1211,203691000,876.85,34.58,17.21,1.1,0
20200921:1311,188838000,803.64,30.86,18.23,1.45,0
20200921:1411,145965000,609.64,25.09,18.61,1.66,0
20200921:1511,99783000,420.21,17.88,18.5,1.59,0
20200921:1611,30468000,149.23,9.78,17.77,1.31,0
20200921:1711,0,0,0,16.35,1.45,0
20200921:1811,0,0,0,14.43,1.38,0
20200921:1911,0,0,0,14.71,0.41,0
20200921:2011,0,0,0,13.97,0.28,0
20200921:2111,0,0,0,13.26,0.69,0
20200921:2211,0,0,0,12.21,1.03,0
20200921:2311,0,0,0,10.37,1.31,0
20200922:0011,0,0,0,9.21,1.66,0
20200922:0111,0,0,0,8.84,1.66,0
20200922:0211,0,0,0,8.9,1.59,0
20200922:0311,0,0,0,8.61,1.66,0
20200922:0411,0,0,0,8.39,1.66,0
20200922:0511,0,0,0,8.88,1.38,0
20200922:0611,21813000,112.1,8.32,9.7,1.1,0
20200922:0711,83628000,344.44,16.5,9.98,0.69,0
20200922:0811,137349000,565.77,23.84,13.05,0.41,0
20200922:0911,179034000,761.92,29.82,15.94,0.48,0
20200922:1011,208221000,905.14,33.84,17.78,0.9,0
20200922:1111,211818000,921.67,35.37,18.98,1.31,0
20200922:1211,204831000,881.79,34.18,19.84,1.86,0
20200922:1311,188052000,798.25,30.46,20.3,2.28,0
20200922:1411,145899000,609.81,24.7,20.27,2.34,0
20200922:1511,93984000,397.2,17.5,19.83,2.14,0
20200922:1611,29931000,148.09,9.41,18.79,1.79,0
20200922:1711,0,0,0,17.03,1.93,0
20200922:1811,0,0,0,15.22,1.93,0
20200922:1911,0,0,0,14.01,1.72,0
20200922:2011,0,0,0,12.52,1.31,0
20200922:2111,0,0,0,11.28,1.45,0
20200922:2211,0,0,0,10.06,1.72,0
20200922:2311,0,0,0,9.44,2,0
20200923:0011,0,0,0,9.17,2,0
20200923:0111,0,0,0,9.17,2.14,0
20200923:0211,0,0,0,9.3,2.21,0
20200923:0311,0,0,0,9.52,2.28,0
20200923:0411,0,0,0,9.9,2.41,0
20200923:0511,0,0,0,10.23,2.55,0
20200923:0611,18141000,95.42,8.05,10.77,2.48,0
20200923:0711,74463000,309.03,16.21,12.93,2.34,0
20200923:0811,68256000,282.81,23.53,15.35,2.62,0
20200923:0911,67317000,281.1,29.48,17.24,3.45,0
20200923:1011,207129000,859.56,33.47,18.37,4.07,0
20200923:1111,198555000,822.12,34.98,18.98,4.48,0
20200923:1211,64548000,272.39,33.79,19.27,4.9,0
20200923:1311,99726000,409.16,30.06,19.16,4.9,0
20200923:1411,22818000,108.64,24.31,18.66,4.69,0
20200923:1511,28662000,131.79,17.12,18.35,4.07,0
20200923:1611,33576000,165.42,9.03,18.04,3.1,0
20200923:1711,0,0,0,17.11,2.69,0
20200923:1811,0,0,0,16.45,2.83,0
20200923:1911,0,0,0,16.53,3.45,0
20200923:2011,0,0,0,16.27,3.17,0
20200923:2111,0,0,0,15.82,3.24,0
20200923:2211,0,0,0,15.46,3.52,0
20200923:2311,0,0,0,15.15,3.59,0
20200924:0011,0,0,0,14.95,3.59,0
20200924:0111,0,0,0,14.75,3.93,0
20200924:0211,0,0,0,14.97,4.62,0
20200924:0311,0,0,0,15.08,5.45,0
20200924:0411,0,0,0,14.94,5.79,0
20200924:0511,0,0,0,14.57,6.55,0
20200924:0611,20265000,107.27,7.78,14.69,6.62,0
20200924:0711,86937000,357.09,15.93,14.93,6.9,0
20200924:0811,140865000,562.04,23.23,15.4,6.07,0
20200924:0911,106632000,427.34,29.15,15.91,7.03,0
20200924:1011,165180000,659.88,33.11,16.27,7.17,0
20200924:1111,163641000,654.84,34.6,16.21,6.83,0
20200924:1211,89799000,364.32,33.39,16.2,6.48,0
20200924:1311,81837000,333.39,29.66,16.05,6,0
20200924:1411,129723000,519.6,23.92,15.83,5.52,0
20200924:1511,96645000,395,16.74,15.52,5.24,0
20200924:1611,25002000,124.23,8.66,15.25,4.07,0
20200924:1711,0,0,0,14.97,3.59,0
20200924:1811,0,0,0,14.58,3.31,0
20200924:1911,0,0,0,14.46,2.83,0
20200924:2011,0,0,0,13.56,2.41,0
20200924:2111,0,0,0,12.66,2.41,0
20200924:2211,0,0,0,12.27,2.41,0
20200924:2311,0,0,0,12.27,2.48,0
20200925:0011,0,0,0,12.34,2.62,0
20200925:0111,0,0,0,12.46,3.03,0
20200925:0211,0,0,0,12.84,3.66,0
20200925:0311,0,0,0,13.5,4.62,0
20200925:0411,0,0,0,13.27,4.83,0
20200925:0511,0,0,0,12.68,4.48,0
20200925:0611,3348000,25.14,7.51,12.36,4.14,0
20200925:0711,5850000,36.81,15.64,13.01,3.72,0
20200925:0811,13899000,70.93,22.92,13.53,3.1,0
20200925:0911,12555000,65.54,28.81,13.93,3.24,0
20200925:1011,24405000,113.13,32.74,14.26,2.76,0
20200925:1111,13188000,68.24,34.21,14.15,2.48,0
20200925:1211,45354000,194.3,32.99,14.08,2.62,0
20200925:1311,40872000,176.65,29.27,13.92,2.83,0
20200925:1411,75486000,307.71,23.53,13.67,3.1,0
20200925:1511,23475000,109.05,16.36,13.5,3.24,0
20200925:1611,3516000,26.04,8.29,13.17,2.97,0
20200925:1711,0,0,0,12.46,2.69,0
20200925:1811,0,0,0,11.89,2.69,0
20200925:1911,0,0,0,11.48,2.28,0
20200925:2011,0,0,0,11.53,2.21,0
20200925:2111,0,0,0,11.51,2.28,0
20200925:2211,0,0,0,11.45,2.21,0
20200925:2311,0,0,0,11.33,2.21,0
20200926:0011,0,0,0,11.14,2.28,0
20200926:0111,0,0,0,10.76,2.28,0
20200926:0211,0,0,0,10.25,2.34,0
20200926:0311,0,0,0,9.87,2.34,0
20200926:0411,0,0,0,9.58,2.34,0
20200926:0511,0,0,0,9.51,2.34,0
20200926:0611,2130000,18.86,7.24,9.67,2.21,0
20200926:0711,43569000,186.14,15.35,10.63,1.52,0
20200926:0811,40476000,174.1,22.61,12.12,1.24,0
20200926:0911,21240000,100.56,28.47,13.68,1.59,0
20200926:1011,47478000,203.27,32.37,15,2.41,0
20200926:1111,29037000,131.99,33.82,15.48,2.69,0
20200926:1211,33966000,151.06,32.59,15.48,3.38,0
20200926:1311,24540000,114.03,28.87,15.32,3.79,0
20200926:1411,23478000,109.79,23.14,15.32,3.72,0
20200926:1511,8844000,50.28,15.98,15.28,3.45,0
20200926:1611,11403000,63.26,7.91,15.02,3.59,0
20200926:1711,0,0,0,14.66,3.93,0
20200926:1811,0,0,0,14.31,4.48,0
20200926:1911,0,0,0,13.68,5.79,0
20200926:2011,0,0,0,13.64,6.48,0
20200926:2111,0,0,0,13.99,7.03,0
20200926:2211,0,0,0,14.72,6.97,0
20200926:2311,0,0,0,15.41,6.34,0
20200927:0011,0,0,0,15.94,5.72,0
20200927:0111,0,0,0,16.21,5.17,0
20200927:0211,0,0,0,15.89,4.48,0
20200927:0311,0,0,0,15.15,3.79,0
20200927:0411,0,0,0,14.41,3.1,0
20200927:0511,0,0,0,13.91,2.41,0
20200927:0611,66000,6.29,6.96,13.62,1.79,0
20200927:0711,6774000,41.3,15.07,15.46,2.9,0
20200927:0811,5562000,35.91,22.3,15.83,2.83,0
20200927:0911,16746000,83.5,28.13,16.96,4.48,0
20200927:1011,22920000,108.64,32.01,17.83,4.97,0
20200927:1111,47895000,207.02,33.43,18.5,4.76,0
20200927:1211,66018000,277.95,32.19,19.13,4.41,0
20200927:1311,73188000,306.02,28.47,19.64,4.41,0
20200927:1411,63915000,270.13,22.75,19.96,4,0
20200927:1511,28266000,131.13,15.6,19.79,3.72,0
20200927:1611,2013000,18.86,7.54,18.99,3.38,0
20200927:1711,0,0,0,18.11,2.69,0
20200927:1811,0,0,0,17.53,2.48,0
20200927:1911,0,0,0,17.48,3.52,0
20200927:2011,0,0,0,17.31,3.24,0
20200927:2111,0,0,0,17.04,3.03,0
20200927:2211,0,0,0,16.48,3.03,0
20200927:2311,0,0,0,15.98,3.1,0
20200928:0011,0,0,0,15.59,3.17,0
20200928:0111,0,0,0,15.35,3.03,0
20200928:0211,0,0,0,15.25,3.03,0
20200928:0311,0,0,0,15.13,2.97,0
20200928:0411,0,0,0,14.94,2.97,0
20200928:0511,0,0,0,14.47,2.97,0
